pack_id,pack_seed,template_ids,context_tokens,prompt_tokens,output_tokens
91,1092,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80,13517;12465;8991;29788;23603;25712;25494;27121,283;2875;576;459;56;63;37;149,12;17;18;6;1;1;1;74
92,1093,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d,17548;10491;28344;22987;2972;10782;21568;2937,113;543;811;354;698;401;353;728,1;34;152;13;1;149;12;1
93,1094,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0,4319;21351;7122;23730;21148;29579;4914;10315,173;422;146;354;31;798;292;1112,1;14;13;18;31;186;1;1
94,1095,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-2be00c3fe6f6d84d4449b1cb26452642b48c0661;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e,19319;6019;19025;27868;26843;12526;7721;6445,210;4147;352;252;220;259;418;79,9;18;129;13;15;1;61;1
95,1096,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-2be00c3fe6f6d84d4449b1cb26452642b48c0661;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c,11013;4704;20025;2977;2907;20742;28326;6310,172;94;115;474;65;122;420;269,47;17;1;1;218;15;9;31
96,1097,nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-2be00c3fe6f6d84d4449b1cb26452642b48c0661;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614,20831;6990;17086;6422;20122;14813;6789;22742,82;117;1227;103;620;474;932;240,1;44;17;11;28;20;71;22
97,1098,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3,4846;21637;15832;3521;18935;8324;21645;14670,107;162;650;1130;52;531;63;81,50;176;128;1;16;13;1;7
98,1099,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0,16268;15798;2913;14313;2920;6174;18400;4708,49;339;737;73;428;421;761;154,1;23;1;1;1;12;24;14
99,1100,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0,20071;16964;7191;27130;17828;14261;20634;22182,659;90;965;422;409;551;321;144,17;1;20;23;33;65;31;39
100,1101,nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02,23634;20372;17650;3053;11034;22356;23196;14719,171;52;750;54;478;805;1341;60,57;1;16;346;10;17;34;16
101,1102,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-4e68aba658a6e54d09150f093cdb6f9d4883b081;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3,6691;13265;5411;22356;19410;21096;24745;6471,50;236;533;805;349;541;60;221,1;62;9;17;113;68;1;1
102,1103,nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c,29075;12934;23800;12051;18787;15340;9953;4732,504;71;394;746;87;236;609;106,13;21;1;9;1;1;56;14
103,1104,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a,29371;14455;5645;8807;25957;16073;25668;23487,212;598;1299;100;205;636;47;1164,6;68;94;14;24;79;1;22
104,1105,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c,6758;19538;14373;18139;8394;11903;25900;25805,225;449;82;476;1406;162;723;1198,13;12;1;34;138;67;18;111
105,1106,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-2be00c3fe6f6d84d4449b1cb26452642b48c0661;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f,20264;31549;31263;21074;22182;13866;23850;6850,289;743;142;1182;144;128;72;95,24;1;1;27;39;1;1;1
106,1107,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0,18400;25045;21790;17960;10148;15735;25712;9405,761;436;566;958;343;732;63;551,24;9;16;61;12;19;1;73
107,1108,nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7,23244;24651;21513;24844;6611;11548;17645;13857,421;1544;123;868;990;134;347;577,8;26;1;31;10;13;156;78
108,1109,nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b,28235;6325;22073;4670;22158;24319;7769;12383,840;102;1727;400;293;51;173;156,14;1;216;1;91;1;137;28
109,1110,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7,18286;6266;22158;25775;28255;7976;4737;22584,2325;645;293;263;297;979;172;454,17;8;91;37;23;12;11;3
110,1111,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c,4920;31101;15466;20026;7113;16090;24765;4838,147;98;206;238;191;714;139;181,1;33;1;14;1;122;33;1
111,1112,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-2f6a0c94e91a85c530e60bbfd846c8522804b228;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-0ec42bb8c6dbdd269884ecce21a0610211c6bfa3;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0,12746;13872;5190;11512;6524;4651;20479;22381,61;43;221;589;251;594;223;392,1;1;1;39;1;18;15;81
112,1113,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-11b8d1afa734a79a1ccb9a567b6cc68516be8bd1;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-af498fe8f107a98f75a3514b7d65c893ff670b1e;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-88fcdc4e6a48f2646488565fbafd050f8e298ffa;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f,9880;4974;29290;13789;4454;28529;20634;17213,834;189;436;31;192;369;321;399,42;56;11;24;41;17;31;22
113,1114,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-4ca4dd313f1995c09fc315865d06a406718a4a64;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-9db7f3eff3ec01f32806967fe372d60cfe75184b;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-60a2d56acde52c3c03ad3146d56f59ac924f508e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-67ce770ae4f7248df7384965e5b2cfdc350e3e5f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0,11183;18183;8929;4644;15466;17213;10270;24895,287;38;62;98;206;399;446;3431,1;1;34;11;1;22;22;23
114,1115,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80;nvidia/SWE-Hero-openhands-trajectories:datalad__datalad-0498f372313e3a25c0b1cd2b3ffdac4c0ce351ae;nvidia/SWE-Hero-openhands-trajectories:numpy__numpy-55002a5204240bfaabdc19bd670c50e47881247c;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-804c27a1c7fe4fb50224e5d5be163c6f894b990a;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f9eae2d5ae1586d813d3bdbdcb115235cc2e853c;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-c80b14511cc24ec6c4d4922bfe4fe7214713484e;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02,24198;17540;5238;26252;20513;6310;23730;3912,567;1088;91;930;149;269;354;602,78;12;1;23;29;31;18;12
115,1116,nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-f792d8c50ee456aa8aa2ae406d8e6b8843f45614;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-62c238eff91933ca7d6a3310f210bb151ccca8a3;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-33b11b9adc557d5d083f073dac3bdeacffea154f;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3b4b193d57841b74853f8b16d2a9ac2e353fcff7;nvidia/SWE-Hero-openhands-trajectories:Pylons__pyramid-e5a0ca90d16ce78e05db71253720fa3082d8da2d;nvidia/SWE-Hero-openhands-trajectories:aio-libs__aiohttp-b15c89558f1a52eb22ca400ff8624def096123d0;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-d7e96d830c3f765565d2fd9d3f80f888fa261f02;nvidia/SWE-Hero-openhands-trajectories:pandas-dev__pandas-3e3ffef5a091eef79722f4b590360616a312ac80,25712;6983;13800;22584;18221;22326;23817;23949,63;470;544;454;278;55;210;249,1;12;1;3;53;22;1;196
